filterType,params,variance,latency,rawThresh,filtThresh,peakRaw,peakFilt
exponential,α=0.5490,2.7764,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5500,2.7796,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5510,2.7827,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5520,2.7859,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5530,2.7890,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5540,2.7922,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5550,2.7954,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5560,2.7985,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5570,2.8017,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5580,2.8049,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5590,2.8081,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5600,2.8112,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5610,2.8144,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5620,2.8176,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5630,2.8208,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5640,2.8239,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5650,2.8271,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5660,2.8303,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5670,2.8335,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5680,2.8367,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5690,2.8399,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5700,2.8431,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5710,2.8462,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5720,2.8494,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5730,2.8526,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5740,2.8558,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5750,2.8590,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5760,2.8622,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5770,2.8654,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5780,2.8686,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5790,2.8718,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5800,2.8750,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5810,2.8782,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5820,2.8814,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5830,2.8846,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5840,2.8878,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5850,2.8911,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5860,2.8943,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5870,2.8975,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5880,2.9007,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5890,2.9039,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5900,2.9071,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5910,2.9103,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5920,2.9136,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5930,2.9168,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5940,2.9200,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5950,2.9232,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5960,2.9265,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5970,2.9297,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5980,2.9329,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5990,2.9362,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6000,2.9394,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6010,2.9426,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6020,2.9459,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6030,2.9491,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6040,2.9523,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6050,2.9556,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6060,2.9588,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6070,2.9621,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6080,2.9653,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6090,2.9686,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6100,2.9718,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6110,2.9751,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6120,2.9783,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6130,2.9816,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6140,2.9848,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6150,2.9881,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6160,2.9913,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6170,2.9946,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6180,2.9978,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6190,3.0011,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6200,3.0044,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6210,3.0076,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6220,3.0109,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6230,3.0142,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6240,3.0174,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6250,3.0207,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6260,3.0240,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6270,3.0273,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6280,3.0305,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6290,3.0338,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6300,3.0371,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6310,3.0404,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6320,3.0437,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6330,3.0470,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6340,3.0502,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6350,3.0535,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6360,3.0568,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6370,3.0601,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6380,3.0634,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6390,3.0667,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6400,3.0700,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6410,3.0733,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6420,3.0766,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6430,3.0799,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6440,3.0832,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6450,3.0865,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6460,3.0898,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6470,3.0931,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6480,3.0964,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6490,3.0998,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6500,3.1031,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6510,3.1064,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6520,3.1097,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6530,3.1130,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6540,3.1163,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6550,3.1197,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6560,3.1230,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6570,3.1263,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6580,3.1296,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6590,3.1330,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6600,3.1363,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6610,3.1396,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6620,3.1430,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6630,3.1463,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6640,3.1497,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6650,3.1530,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6660,3.1563,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6670,3.1597,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6680,3.1630,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6690,3.1664,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6700,3.1697,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6710,3.1731,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6720,3.1764,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6730,3.1798,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6740,3.1831,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6750,3.1865,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6760,3.1899,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6770,3.1932,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6780,3.1966,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6790,3.2000,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6800,3.2033,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6810,3.2067,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6820,3.2101,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6830,3.2134,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6840,3.2168,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6850,3.2202,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6860,3.2236,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6870,3.2270,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6880,3.2303,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6890,3.2337,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6900,3.2371,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6910,3.2405,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6920,3.2439,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6930,3.2473,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6940,3.2507,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6950,3.2541,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6960,3.2575,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6970,3.2609,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6980,3.2643,0.00,0.00,0.00,315.12,315.12
exponential,α=0.6990,3.2677,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7000,3.2711,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7010,3.2745,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7020,3.2779,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7030,3.2813,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7040,3.2847,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7050,3.2882,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7060,3.2916,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7070,3.2950,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7080,3.2984,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7090,3.3018,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7100,3.3053,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7110,3.3087,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7120,3.3121,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7130,3.3156,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7140,3.3190,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7150,3.3224,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7160,3.3259,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7170,3.3293,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7180,3.3327,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7190,3.3362,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7200,3.3396,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7210,3.3431,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7220,3.3465,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7230,3.3500,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7240,3.3534,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7250,3.3569,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7260,3.3604,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7270,3.3638,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7280,3.3673,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7290,3.3708,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7300,3.3742,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7310,3.3777,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7320,3.3812,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7330,3.3846,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7340,3.3881,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7350,3.3916,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7360,3.3951,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7370,3.3986,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7380,3.4020,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7390,3.4055,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7400,3.4090,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7410,3.4125,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7420,3.4160,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7430,3.4195,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7440,3.4230,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7450,3.4265,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7460,3.4300,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7470,3.4335,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7480,3.4370,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7490,3.4405,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7500,3.4440,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7510,3.4475,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7520,3.4511,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7530,3.4546,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7540,3.4581,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7550,3.4616,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7560,3.4651,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7570,3.4687,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7580,3.4722,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7590,3.4757,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7600,3.4793,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7610,3.4828,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7620,3.4863,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7630,3.4899,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7640,3.4934,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7650,3.4970,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7660,3.5005,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7670,3.5041,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7680,3.5076,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7690,3.5112,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7700,3.5147,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7710,3.5183,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7720,3.5219,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7730,3.5254,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7740,3.5290,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7750,3.5326,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7760,3.5361,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7770,3.5397,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7780,3.5433,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7790,3.5469,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7800,3.5505,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7810,3.5540,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7820,3.5576,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7830,3.5612,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7840,3.5648,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7850,3.5684,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7860,3.5720,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7870,3.5756,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7880,3.5792,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7890,3.5828,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7900,3.5864,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7910,3.5900,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7920,3.5936,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7930,3.5972,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7940,3.6009,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7950,3.6045,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7960,3.6081,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7970,3.6117,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7980,3.6153,0.00,0.00,0.00,315.12,315.12
exponential,α=0.7990,3.6190,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8000,3.6226,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8010,3.6262,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8020,3.6299,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8030,3.6335,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8040,3.6372,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8050,3.6408,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8060,3.6445,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8070,3.6481,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8080,3.6518,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8090,3.6554,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8100,3.6591,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8110,3.6627,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8120,3.6664,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8130,3.6701,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8140,3.6737,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8150,3.6774,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8160,3.6811,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8170,3.6848,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8180,3.6884,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8190,3.6921,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8200,3.6958,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8210,3.6995,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8220,3.7032,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8230,3.7069,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8240,3.7106,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8250,3.7143,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8260,3.7180,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8270,3.7217,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8280,3.7254,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8290,3.7291,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8300,3.7328,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8310,3.7365,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8320,3.7402,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8330,3.7440,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8340,3.7477,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8350,3.7514,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8360,3.7551,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8370,3.7589,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8380,3.7626,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8390,3.7663,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8400,3.7701,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8410,3.7738,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8420,3.7776,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8430,3.7813,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8440,3.7851,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8450,3.7888,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8460,3.7926,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8470,3.7964,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8480,3.8001,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8490,3.8039,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8500,3.8077,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8510,3.8114,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8520,3.8152,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8530,3.8190,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8540,3.8228,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8550,3.8265,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8560,3.8303,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8570,3.8341,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8580,3.8379,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8590,3.8417,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8600,3.8455,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8610,3.8493,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8620,3.8531,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8630,3.8569,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8640,3.8608,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8650,3.8646,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8660,3.8684,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8670,3.8722,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8680,3.8760,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8690,3.8799,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8700,3.8837,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8710,3.8875,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8720,3.8914,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8730,3.8952,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8740,3.8991,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8750,3.9029,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8760,3.9067,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8770,3.9106,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8780,3.9145,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8790,3.9183,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8800,3.9222,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8810,3.9260,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8820,3.9299,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8830,3.9338,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8840,3.9377,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8850,3.9415,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8860,3.9454,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8870,3.9493,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8880,3.9532,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8890,3.9571,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8900,3.9610,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8910,3.9649,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8920,3.9688,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8930,3.9727,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8940,3.9766,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8950,3.9805,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8960,3.9844,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8970,3.9884,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8980,3.9923,0.00,0.00,0.00,315.12,315.12
exponential,α=0.8990,3.9962,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9000,4.0001,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9010,4.0041,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9020,4.0080,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9030,4.0119,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9040,4.0159,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9050,4.0198,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9060,4.0238,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9070,4.0277,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9080,4.0317,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9090,4.0357,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9100,4.0396,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9110,4.0436,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9120,4.0476,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9130,4.0515,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9140,4.0555,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9150,4.0595,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9160,4.0635,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9170,4.0675,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9180,4.0715,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9190,4.0755,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9200,4.0795,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9210,4.0835,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9220,4.0875,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9230,4.0915,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9240,4.0955,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9250,4.0995,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9260,4.1035,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9270,4.1076,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9280,4.1116,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9290,4.1156,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9300,4.1197,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9310,4.1237,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9320,4.1277,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9330,4.1318,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9340,4.1358,0.00,0.00,0.00,315.12,315.12
exponential,α=0.9350,4.1399,0.00,0.00,0.00,315.12,315.12
