filterType,params,variance,latency,rawThresh,filtThresh,peakRaw,peakFilt
exponential,α=0.1620,1.6745,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1630,1.6767,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1640,1.6789,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1650,1.6811,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1660,1.6833,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1670,1.6855,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1680,1.6878,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1690,1.6900,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1700,1.6923,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1710,1.6945,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1720,1.6968,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1730,1.6991,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1740,1.7014,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1750,1.7037,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1760,1.7060,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1770,1.7083,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1780,1.7106,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1790,1.7129,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1800,1.7153,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1810,1.7176,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1820,1.7200,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1830,1.7223,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1840,1.7247,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1850,1.7271,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1860,1.7294,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1870,1.7318,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1880,1.7342,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1890,1.7366,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1900,1.7390,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1910,1.7414,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1920,1.7439,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1930,1.7463,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1940,1.7487,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1950,1.7512,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1960,1.7536,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1970,1.7561,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1980,1.7585,0.00,0.00,0.00,315.12,315.12
exponential,α=0.1990,1.7610,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2000,1.7635,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2010,1.7659,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2020,1.7684,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2030,1.7709,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2040,1.7734,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2050,1.7759,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2060,1.7784,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2070,1.7809,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2080,1.7834,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2090,1.7860,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2100,1.7885,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2110,1.7910,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2120,1.7936,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2130,1.7961,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2140,1.7987,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2150,1.8012,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2160,1.8038,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2170,1.8063,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2180,1.8089,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2190,1.8115,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2200,1.8140,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2210,1.8166,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2220,1.8192,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2230,1.8218,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2240,1.8244,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2250,1.8270,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2260,1.8296,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2270,1.8322,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2280,1.8348,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2290,1.8374,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2300,1.8400,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2310,1.8426,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2320,1.8452,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2330,1.8479,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2340,1.8505,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2350,1.8531,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2360,1.8558,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2370,1.8584,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2380,1.8611,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2390,1.8637,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2400,1.8664,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2410,1.8690,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2420,1.8717,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2430,1.8743,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2440,1.8770,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2450,1.8797,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2460,1.8824,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2470,1.8850,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2480,1.8877,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2490,1.8904,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2500,1.8931,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2510,1.8958,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2520,1.8985,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2530,1.9012,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2540,1.9039,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2550,1.9066,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2560,1.9093,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2570,1.9120,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2580,1.9147,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2590,1.9174,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2600,1.9201,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2610,1.9228,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2620,1.9255,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2630,1.9283,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2640,1.9310,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2650,1.9337,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2660,1.9365,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2670,1.9392,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2680,1.9419,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2690,1.9447,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2700,1.9474,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2710,1.9502,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2720,1.9529,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2730,1.9556,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2740,1.9584,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2750,1.9612,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2760,1.9639,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2770,1.9667,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2780,1.9694,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2790,1.9722,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2800,1.9750,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2810,1.9777,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2820,1.9805,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2830,1.9833,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2840,1.9861,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2850,1.9888,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2860,1.9916,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2870,1.9944,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2880,1.9972,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2890,2.0000,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2900,2.0028,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2910,2.0055,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2920,2.0083,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2930,2.0111,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2940,2.0139,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2950,2.0167,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2960,2.0195,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2970,2.0223,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2980,2.0251,0.00,0.00,0.00,315.12,315.12
exponential,α=0.2990,2.0280,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3000,2.0308,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3010,2.0336,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3020,2.0364,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3030,2.0392,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3040,2.0420,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3050,2.0448,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3060,2.0477,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3070,2.0505,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3080,2.0533,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3090,2.0561,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3100,2.0590,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3110,2.0618,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3120,2.0646,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3130,2.0675,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3140,2.0703,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3150,2.0731,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3160,2.0760,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3170,2.0788,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3180,2.0817,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3190,2.0845,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3200,2.0874,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3210,2.0902,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3220,2.0931,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3230,2.0959,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3240,2.0988,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3250,2.1016,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3260,2.1045,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3270,2.1073,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3280,2.1102,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3290,2.1131,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3300,2.1159,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3310,2.1188,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3320,2.1217,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3330,2.1245,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3340,2.1274,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3350,2.1303,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3360,2.1332,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3370,2.1360,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3380,2.1389,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3390,2.1418,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3400,2.1447,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3410,2.1475,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3420,2.1504,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3430,2.1533,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3440,2.1562,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3450,2.1591,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3460,2.1620,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3470,2.1649,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3480,2.1678,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3490,2.1707,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3500,2.1736,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3510,2.1765,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3520,2.1794,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3530,2.1823,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3540,2.1852,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3550,2.1881,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3560,2.1910,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3570,2.1939,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3580,2.1968,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3590,2.1997,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3600,2.2026,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3610,2.2055,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3620,2.2084,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3630,2.2113,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3640,2.2143,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3650,2.2172,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3660,2.2201,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3670,2.2230,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3680,2.2259,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3690,2.2289,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3700,2.2318,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3710,2.2347,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3720,2.2376,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3730,2.2406,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3740,2.2435,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3750,2.2464,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3760,2.2494,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3770,2.2523,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3780,2.2552,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3790,2.2582,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3800,2.2611,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3810,2.2641,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3820,2.2670,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3830,2.2699,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3840,2.2729,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3850,2.2758,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3860,2.2788,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3870,2.2817,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3880,2.2847,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3890,2.2876,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3900,2.2906,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3910,2.2935,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3920,2.2965,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3930,2.2995,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3940,2.3024,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3950,2.3054,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3960,2.3083,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3970,2.3113,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3980,2.3143,0.00,0.00,0.00,315.12,315.12
exponential,α=0.3990,2.3172,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4000,2.3202,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4010,2.3232,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4020,2.3261,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4030,2.3291,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4040,2.3321,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4050,2.3350,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4060,2.3380,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4070,2.3410,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4080,2.3440,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4090,2.3469,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4100,2.3499,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4110,2.3529,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4120,2.3559,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4130,2.3589,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4140,2.3618,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4150,2.3648,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4160,2.3678,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4170,2.3708,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4180,2.3738,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4190,2.3768,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4200,2.3798,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4210,2.3828,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4220,2.3858,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4230,2.3888,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4240,2.3918,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4250,2.3948,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4260,2.3978,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4270,2.4008,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4280,2.4038,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4290,2.4068,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4300,2.4098,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4310,2.4128,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4320,2.4158,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4330,2.4188,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4340,2.4218,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4350,2.4248,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4360,2.4278,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4370,2.4308,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4380,2.4338,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4390,2.4369,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4400,2.4399,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4410,2.4429,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4420,2.4459,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4430,2.4489,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4440,2.4520,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4450,2.4550,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4460,2.4580,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4470,2.4610,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4480,2.4641,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4490,2.4671,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4500,2.4701,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4510,2.4732,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4520,2.4762,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4530,2.4792,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4540,2.4823,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4550,2.4853,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4560,2.4883,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4570,2.4914,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4580,2.4944,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4590,2.4974,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4600,2.5005,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4610,2.5035,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4620,2.5066,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4630,2.5096,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4640,2.5127,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4650,2.5157,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4660,2.5188,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4670,2.5218,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4680,2.5249,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4690,2.5279,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4700,2.5310,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4710,2.5340,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4720,2.5371,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4730,2.5402,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4740,2.5432,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4750,2.5463,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4760,2.5493,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4770,2.5524,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4780,2.5555,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4790,2.5585,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4800,2.5616,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4810,2.5647,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4820,2.5677,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4830,2.5708,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4840,2.5739,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4850,2.5770,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4860,2.5800,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4870,2.5831,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4880,2.5862,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4890,2.5893,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4900,2.5923,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4910,2.5954,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4920,2.5985,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4930,2.6016,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4940,2.6047,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4950,2.6078,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4960,2.6109,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4970,2.6139,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4980,2.6170,0.00,0.00,0.00,315.12,315.12
exponential,α=0.4990,2.6201,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5000,2.6232,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5010,2.6263,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5020,2.6294,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5030,2.6325,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5040,2.6356,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5050,2.6387,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5060,2.6418,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5070,2.6449,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5080,2.6480,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5090,2.6511,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5100,2.6542,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5110,2.6573,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5120,2.6604,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5130,2.6635,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5140,2.6667,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5150,2.6698,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5160,2.6729,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5170,2.6760,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5180,2.6791,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5190,2.6822,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5200,2.6854,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5210,2.6885,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5220,2.6916,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5230,2.6947,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5240,2.6978,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5250,2.7010,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5260,2.7041,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5270,2.7072,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5280,2.7104,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5290,2.7135,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5300,2.7166,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5310,2.7198,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5320,2.7229,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5330,2.7260,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5340,2.7292,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5350,2.7323,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5360,2.7354,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5370,2.7386,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5380,2.7417,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5390,2.7449,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5400,2.7480,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5410,2.7512,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5420,2.7543,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5430,2.7575,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5440,2.7606,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5450,2.7638,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5460,2.7669,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5470,2.7701,0.00,0.00,0.00,315.12,315.12
exponential,α=0.5480,2.7732,0.00,0.00,0.00,315.12,315.12
